Gene	mRNA	KEGG
SoyZH13_19G064100	SoyZH13_19G064100.m6	KEGG:R03876
SoyZH13_19G066500	SoyZH13_19G066500.m1	KEGG:R01616
SoyZH13_19G066500	SoyZH13_19G066500.m2	KEGG:R01616
SoyZH13_19G068700	SoyZH13_19G068700.m1	KEGG:R00630
SoyZH13_19G068700	SoyZH13_19G068700.m2	KEGG:R00630
SoyZH13_19G068901	SoyZH13_19G068901.m1	KEGG:R00104
SoyZH13_19G069205	SoyZH13_19G069205.m1	KEGG:R00842
SoyZH13_19G069205	SoyZH13_19G069205.m2	KEGG:R00842
SoyZH13_19G069206	SoyZH13_19G069206.m1	KEGG:R00842
SoyZH13_19G070400	SoyZH13_19G070400.m1	KEGG:R02164
SoyZH13_19G073500	SoyZH13_19G073500.m1	KEGG:R09250;KEGG:R09251
SoyZH13_19G073500	SoyZH13_19G073500.m2	KEGG:R09250;KEGG:R09251
SoyZH13_19G073500	SoyZH13_19G073500.m3	KEGG:R09250;KEGG:R09251
SoyZH13_19G073500	SoyZH13_19G073500.m4	KEGG:R09250;KEGG:R09251
SoyZH13_19G073500	SoyZH13_19G073500.m5	KEGG:R09250;KEGG:R09251
SoyZH13_19G073500	SoyZH13_19G073500.m6	KEGG:R09250;KEGG:R09251
SoyZH13_19G075900	SoyZH13_19G075900.m1	KEGG:R03222
SoyZH13_19G075900	SoyZH13_19G075900.m2	KEGG:R03222
SoyZH13_19G077100	SoyZH13_19G077100.m1	KEGG:R01529
SoyZH13_19G077100	SoyZH13_19G077100.m2	KEGG:R01529
SoyZH13_19G077100	SoyZH13_19G077100.m3	KEGG:R01529
SoyZH13_19G077100	SoyZH13_19G077100.m4	KEGG:R01529
SoyZH13_19G077100	SoyZH13_19G077100.m5	KEGG:R01529
SoyZH13_19G077700	SoyZH13_19G077700.m1	KEGG:R00966
SoyZH13_19G080400	SoyZH13_19G080400.m1	KEGG:R03532
SoyZH13_19G080500	SoyZH13_19G080500.m1	KEGG:R03469
SoyZH13_19G080500	SoyZH13_19G080500.m2	KEGG:R03469
SoyZH13_19G081402	SoyZH13_19G081402.m1	KEGG:R03876
SoyZH13_19G083600	SoyZH13_19G083600.m1	KEGG:R02453
SoyZH13_19G089300	SoyZH13_19G089300.m1	KEGG:R00480
SoyZH13_19G089300	SoyZH13_19G089300.m2	KEGG:R00480
SoyZH13_19G089300	SoyZH13_19G089300.m3	KEGG:R00480
SoyZH13_19G100500	SoyZH13_19G100500.m1	KEGG:R00946;KEGG:R04405
SoyZH13_19G101600	SoyZH13_19G101600.m1	KEGG:R00893
SoyZH13_19G101700	SoyZH13_19G101700.m1	KEGG:R03613
SoyZH13_19G101700	SoyZH13_19G101700.m2	KEGG:R03613
SoyZH13_19G101700	SoyZH13_19G101700.m3	KEGG:R03613
SoyZH13_19G101700	SoyZH13_19G101700.m4	KEGG:R03613
SoyZH13_19G101700	SoyZH13_19G101700.m5	KEGG:R03613
SoyZH13_19G101700	SoyZH13_19G101700.m6	KEGG:R03613
SoyZH13_19G106100	SoyZH13_19G106100.m1	KEGG:R01213
SoyZH13_19G106101	SoyZH13_19G106101.m1	KEGG:R01213
SoyZH13_19G106101	SoyZH13_19G106101.m2	KEGG:R01213
SoyZH13_19G106101	SoyZH13_19G106101.m3	KEGG:R01213
SoyZH13_19G106101	SoyZH13_19G106101.m4	KEGG:R01213
SoyZH13_19G107400	SoyZH13_19G107400.m1	KEGG:R03876
SoyZH13_19G107400	SoyZH13_19G107400.m2	KEGG:R03876
SoyZH13_19G108700	SoyZH13_19G108700.m1	KEGG:R00531
SoyZH13_19G111300	SoyZH13_19G111300.m1	KEGG:R03361
SoyZH13_19G111300	SoyZH13_19G111300.m2	KEGG:R03361
SoyZH13_19G113800	SoyZH13_19G113800.m1	KEGG:R01360
SoyZH13_19G113800	SoyZH13_19G113800.m2	KEGG:R01360
SoyZH13_19G113800	SoyZH13_19G113800.m3	KEGG:R01360
SoyZH13_19G113800	SoyZH13_19G113800.m4	KEGG:R01360
SoyZH13_19G113800	SoyZH13_19G113800.m5	KEGG:R01360
SoyZH13_19G113800	SoyZH13_19G113800.m6	KEGG:R01360
SoyZH13_19G113800	SoyZH13_19G113800.m7	KEGG:R01360
SoyZH13_19G114700	SoyZH13_19G114700.m1	KEGG:R01360
SoyZH13_19G114700	SoyZH13_19G114700.m2	KEGG:R01360
SoyZH13_19G115800	SoyZH13_19G115800.m1	KEGG:R03469
SoyZH13_19G115800	SoyZH13_19G115800.m2	KEGG:R03469
SoyZH13_19G115900	SoyZH13_19G115900.m1	KEGG:R00093
SoyZH13_19G115900	SoyZH13_19G115900.m2	KEGG:R00093
SoyZH13_19G115900	SoyZH13_19G115900.m3	KEGG:R00093
SoyZH13_19G117000	SoyZH13_19G117000.m1	KEGG:R01001;KEGG:R02408
SoyZH13_19G117400	SoyZH13_19G117400.m1	KEGG:R03738
SoyZH13_19G117800	SoyZH13_19G117800.m1	KEGG:R00630
SoyZH13_19G118000	SoyZH13_19G118000.m1	KEGG:R05775
SoyZH13_19G121400	SoyZH13_19G121400.m1	KEGG:R00842
SoyZH13_19G124300	SoyZH13_19G124300.m1	KEGG:R03877
SoyZH13_19G124300	SoyZH13_19G124300.m2	KEGG:R03877
SoyZH13_19G126700	SoyZH13_19G126700.m1	KEGG:R01103
SoyZH13_19G128200	SoyZH13_19G128200.m1	KEGG:R01135
SoyZH13_19G128200	SoyZH13_19G128200.m2	KEGG:R01135
SoyZH13_19G130500	SoyZH13_19G130500.m1	KEGG:R03452
SoyZH13_19G130600	SoyZH13_19G130600.m1	KEGG:R02061
SoyZH13_19G131500	SoyZH13_19G131500.m1	KEGG:R00630
SoyZH13_19G132600	SoyZH13_19G132600.m1	KEGG:R03452
SoyZH13_19G133002	SoyZH13_19G133002.m1	KEGG:R03475;KEGG:R05740
SoyZH13_19G134200	SoyZH13_19G134200.m1	KEGG:R03532
SoyZH13_19G134300	SoyZH13_19G134300.m1	KEGG:R03876
SoyZH13_19G134300	SoyZH13_19G134300.m2	KEGG:R03876
SoyZH13_19G134300	SoyZH13_19G134300.m3	KEGG:R03876
SoyZH13_19G134300	SoyZH13_19G134300.m4	KEGG:R03876
SoyZH13_19G134300	SoyZH13_19G134300.m5	KEGG:R03876
SoyZH13_19G135000	SoyZH13_19G135000.m1	KEGG:R03876
SoyZH13_19G135000	SoyZH13_19G135000.m2	KEGG:R03876
SoyZH13_19G135000	SoyZH13_19G135000.m3	KEGG:R03876
SoyZH13_19G135000	SoyZH13_19G135000.m4	KEGG:R03876
SoyZH13_19G135000	SoyZH13_19G135000.m5	KEGG:R03876
SoyZH13_19G139300	SoyZH13_19G139300.m1	KEGG:R03532
SoyZH13_19G139300	SoyZH13_19G139300.m2	KEGG:R03532
SoyZH13_19G139600	SoyZH13_19G139600.m1	KEGG:R04038
SoyZH13_19G141100	SoyZH13_19G141100.m1	KEGG:R00351
SoyZH13_19G141800	SoyZH13_19G141800.m1	KEGG:R02068
SoyZH13_19G141800	SoyZH13_19G141800.m2	KEGG:R02068
SoyZH13_19G141800	SoyZH13_19G141800.m3	KEGG:R02068
SoyZH13_19G143200	SoyZH13_19G143200.m1	KEGG:R03394;KEGG:R03430;KEGG:R04404
SoyZH13_19G143300	SoyZH13_19G143300.m1	KEGG:R02821
SoyZH13_19G145400	SoyZH13_19G145400.m1	KEGG:R02722
SoyZH13_19G145400	SoyZH13_19G145400.m2	KEGG:R02340;KEGG:R02722
SoyZH13_19G145400	SoyZH13_19G145400.m3	KEGG:R02722
SoyZH13_19G145400	SoyZH13_19G145400.m4	KEGG:R02722
SoyZH13_19G146400	SoyZH13_19G146400.m1	KEGG:R03876
SoyZH13_19G146400	SoyZH13_19G146400.m2	KEGG:R03876
SoyZH13_19G149800	SoyZH13_19G149800.m1	KEGG:R03876
SoyZH13_19G149800	SoyZH13_19G149800.m2	KEGG:R03876
SoyZH13_19G149800	SoyZH13_19G149800.m3	KEGG:R03876
SoyZH13_19G149800	SoyZH13_19G149800.m4	KEGG:R03876
SoyZH13_19G150000	SoyZH13_19G150000.m1	KEGG:R01530
SoyZH13_19G151400	SoyZH13_19G151400.m1	KEGG:R03876
SoyZH13_19G155100	SoyZH13_19G155100.m1	KEGG:R06983
SoyZH13_19G158700	SoyZH13_19G158700.m1	KEGG:R00004
SoyZH13_19G158900	SoyZH13_19G158900.m1	KEGG:R04404
SoyZH13_19G158900	SoyZH13_19G158900.m2	KEGG:R04404
SoyZH13_19G159400	SoyZH13_19G159400.m1	KEGG:R02735
SoyZH13_19G165400	SoyZH13_19G165400.m1	KEGG:R03876
SoyZH13_19G165400	SoyZH13_19G165400.m10	KEGG:R03876
SoyZH13_19G165400	SoyZH13_19G165400.m2	KEGG:R03876
SoyZH13_19G165400	SoyZH13_19G165400.m3	KEGG:R03876
SoyZH13_19G165400	SoyZH13_19G165400.m4	KEGG:R03876
SoyZH13_19G165400	SoyZH13_19G165400.m5	KEGG:R03876
SoyZH13_19G165400	SoyZH13_19G165400.m6	KEGG:R03876
SoyZH13_19G165400	SoyZH13_19G165400.m7	KEGG:R03876
SoyZH13_19G165400	SoyZH13_19G165400.m8	KEGG:R03876
SoyZH13_19G165400	SoyZH13_19G165400.m9	KEGG:R03876
SoyZH13_19G166400	SoyZH13_19G166400.m1	KEGG:R03876
SoyZH13_19G167000	SoyZH13_19G167000.m1	KEGG:R00451
SoyZH13_19G167000	SoyZH13_19G167000.m2	KEGG:R00451
SoyZH13_19G169700	SoyZH13_19G169700.m1	KEGG:R00161
SoyZH13_19G169700	SoyZH13_19G169700.m2	KEGG:R00161
SoyZH13_19G169900	SoyZH13_19G169900.m1	KEGG:R03876
SoyZH13_19G169901	SoyZH13_19G169901.m1	KEGG:R03876
SoyZH13_19G171000	SoyZH13_19G171000.m1	KEGG:R01015
SoyZH13_19G172600	SoyZH13_19G172600.m1	KEGG:R00630
SoyZH13_19G173900	SoyZH13_19G173900.m1	KEGG:R03876
SoyZH13_19G173900	SoyZH13_19G173900.m2	KEGG:R03876
SoyZH13_19G173900	SoyZH13_19G173900.m3	KEGG:R03876
SoyZH13_19G175900	SoyZH13_19G175900.m1	KEGG:R03532
SoyZH13_19G175900	SoyZH13_19G175900.m2	KEGG:R03532
SoyZH13_19G175900	SoyZH13_19G175900.m3	KEGG:R03532
SoyZH13_19G178800	SoyZH13_19G178800.m1	KEGG:R01080
SoyZH13_19G178800	SoyZH13_19G178800.m2	KEGG:R01080
SoyZH13_19G180500	SoyZH13_19G180500.m1	KEGG:R02058
SoyZH13_19G185300	SoyZH13_19G185300.m1	KEGG:R03532
SoyZH13_19G186700	SoyZH13_19G186700.m1	KEGG:R03876
SoyZH13_19G187200	SoyZH13_19G187200.m1	KEGG:R04469
SoyZH13_19G187200	SoyZH13_19G187200.m2	KEGG:R04469
SoyZH13_19G187400	SoyZH13_19G187400.m1	KEGG:R03876
SoyZH13_19G189100	SoyZH13_19G189100.m1	KEGG:R03876
SoyZH13_19G189100	SoyZH13_19G189100.m2	KEGG:R03876
SoyZH13_19G189100	SoyZH13_19G189100.m3	KEGG:R03876
SoyZH13_19G189100	SoyZH13_19G189100.m4	KEGG:R03876
SoyZH13_19G190200	SoyZH13_19G190200.m1	KEGG:R03876
SoyZH13_19G190200	SoyZH13_19G190200.m2	KEGG:R03876
SoyZH13_19G190200	SoyZH13_19G190200.m3	KEGG:R03876
SoyZH13_19G192400	SoyZH13_19G192400.m1	KEGG:R03532
SoyZH13_19G194600	SoyZH13_19G194600.m1	KEGG:R02016
SoyZH13_19G195500	SoyZH13_19G195500.m1	KEGG:R03876
SoyZH13_19G196200	SoyZH13_19G196200.m1	KEGG:R00130
SoyZH13_19G196302	SoyZH13_19G196302.m1	KEGG:R01220
SoyZH13_19G196700	SoyZH13_19G196700.m1	KEGG:R06258
SoyZH13_19G196700	SoyZH13_19G196700.m2	KEGG:R06258
SoyZH13_19G197500	SoyZH13_19G197500.m1	KEGG:R03876
SoyZH13_19G197500	SoyZH13_19G197500.m2	KEGG:R03876
SoyZH13_19G197500	SoyZH13_19G197500.m3	KEGG:R03876
SoyZH13_19G198000	SoyZH13_19G198000.m1	KEGG:R01384
SoyZH13_19G198900	SoyZH13_19G198900.m1	KEGG:R00630
SoyZH13_19G199000	SoyZH13_19G199000.m1	KEGG:R00630
SoyZH13_19G199100	SoyZH13_19G199100.m1	KEGG:R00630
SoyZH13_19G199200	SoyZH13_19G199200.m1	KEGG:R00630
SoyZH13_19G199300	SoyZH13_19G199300.m1	KEGG:R00630
SoyZH13_19G201900	SoyZH13_19G201900.m1	KEGG:R00630
SoyZH13_19G202600	SoyZH13_19G202600.m1	KEGG:R03876
SoyZH13_19G204900	SoyZH13_19G204900.m1	KEGG:R01616
SoyZH13_19G204900	SoyZH13_19G204900.m2	KEGG:R01616
SoyZH13_19G204900	SoyZH13_19G204900.m3	KEGG:R01616
SoyZH13_19G206300	SoyZH13_19G206300.m1	KEGG:R03876
SoyZH13_19G206800	SoyZH13_19G206800.m1	KEGG:R00630
SoyZH13_19G208600	SoyZH13_19G208600.m1	KEGG:R00630
SoyZH13_19G208600	SoyZH13_19G208600.m2	KEGG:R00630
SoyZH13_19G208600	SoyZH13_19G208600.m3	KEGG:R00630
SoyZH13_19G208600	SoyZH13_19G208600.m4	KEGG:R00630
SoyZH13_19G208600	SoyZH13_19G208600.m5	KEGG:R00630
SoyZH13_19G208600	SoyZH13_19G208600.m6	KEGG:R00630
SoyZH13_19G208600	SoyZH13_19G208600.m7	KEGG:R00630
SoyZH13_19G209400	SoyZH13_19G209400.m1	KEGG:R00948
SoyZH13_19G209400	SoyZH13_19G209400.m2	KEGG:R00948
SoyZH13_19G209400	SoyZH13_19G209400.m3	KEGG:R00948
SoyZH13_19G209400	SoyZH13_19G209400.m4	KEGG:R00948
SoyZH13_19G209500	SoyZH13_19G209500.m2	KEGG:R00948
SoyZH13_19G209500	SoyZH13_19G209500.m3	KEGG:R01015
SoyZH13_19G210700	SoyZH13_19G210700.m1	KEGG:R00630
SoyZH13_19G211900	SoyZH13_19G211900.m1	KEGG:R00352
SoyZH13_19G213300	SoyZH13_19G213300.m1	KEGG:R00802
SoyZH13_19G214000	SoyZH13_19G214000.m1	KEGG:R00549;KEGG:R02728
SoyZH13_19G214300	SoyZH13_19G214300.m1	KEGG:R00075
SoyZH13_19G217100	SoyZH13_19G217100.m1	KEGG:R00630
SoyZH13_19G217200	SoyZH13_19G217200.m1	KEGG:R00630
SoyZH13_19G217300	SoyZH13_19G217300.m1	KEGG:R00630
SoyZH13_19G218500	SoyZH13_19G218500.m1	KEGG:R03876
SoyZH13_19G218500	SoyZH13_19G218500.m2	KEGG:R03876
SoyZH13_19G219600	SoyZH13_19G219600.m1	KEGG:R03532
SoyZH13_19G221700	SoyZH13_19G221700.m1	KEGG:R02245
SoyZH13_19G221700	SoyZH13_19G221700.m2	KEGG:R02245
SoyZH13_19G221700	SoyZH13_19G221700.m3	KEGG:R02245
SoyZH13_19G223000	SoyZH13_19G223000.m1	KEGG:R00497;KEGG:R02741
SoyZH13_19G223000	SoyZH13_19G223000.m2	KEGG:R00497
SoyZH13_19G223000	SoyZH13_19G223000.m3	KEGG:R00497
SoyZH13_19G223000	SoyZH13_19G223000.m4	KEGG:R00497
SoyZH13_19G223001	SoyZH13_19G223001.m1	KEGG:R00497;KEGG:R02741
SoyZH13_19G223002	SoyZH13_19G223002.m1	KEGG:R00497
SoyZH13_19G223002	SoyZH13_19G223002.m2	KEGG:R00497
SoyZH13_19G223200	SoyZH13_19G223200.m1	KEGG:R00497
SoyZH13_19G224900	SoyZH13_19G224900.m1	KEGG:R03084;KEGG:R06847
SoyZH13_19G232600	SoyZH13_19G232600.m1	KEGG:R03532
SoyZH13_19G232800	SoyZH13_19G232800.m1	KEGG:R03876
SoyZH13_19G234800	SoyZH13_19G234800.m1	KEGG:R09656;KEGG:R09658
SoyZH13_19G235100	SoyZH13_19G235100.m1	KEGG:R09656;KEGG:R09658
SoyZH13_19G235103	SoyZH13_19G235103.m1	KEGG:R03876
SoyZH13_19G237600	SoyZH13_19G237600.m1	KEGG:R03876
SoyZH13_19G239400	SoyZH13_19G239400.m1	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m10	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m11	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m12	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m13	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m14	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m2	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m3	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m4	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m5	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m6	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m7	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m8	KEGG:R00630;KEGG:R04034
SoyZH13_19G239400	SoyZH13_19G239400.m9	KEGG:R00630;KEGG:R04034
SoyZH13_19G240300	SoyZH13_19G240300.m1	KEGG:R03532
SoyZH13_19G240300	SoyZH13_19G240300.m2	KEGG:R03532
SoyZH13_19G240300	SoyZH13_19G240300.m3	KEGG:R03532
SoyZH13_19G240400	SoyZH13_19G240400.m1	KEGG:R03361
SoyZH13_19G240400	SoyZH13_19G240400.m2	KEGG:R03361
SoyZH13_19G240500	SoyZH13_19G240500.m1	KEGG:R03876
SoyZH13_19G242000	SoyZH13_19G242000.m1	KEGG:R01951;KEGG:R03161
SoyZH13_19G242000	SoyZH13_19G242000.m2	KEGG:R01951;KEGG:R03161
SoyZH13_19G243500	SoyZH13_19G243500.m1	KEGG:R02715
SoyZH13_19G243500	SoyZH13_19G243500.m2	KEGG:R02715
SoyZH13_19G243600	SoyZH13_19G243600.m1	KEGG:R02715
SoyZH13_19G245200	SoyZH13_19G245200.m1	KEGG:R00004
SoyZH13_19G246700	SoyZH13_19G246700.m1	KEGG:R09656;KEGG:R09658
SoyZH13_20G000700	SoyZH13_20G000700.m1	KEGG:R04404
SoyZH13_20G001200	SoyZH13_20G001200.m1	KEGG:R03532
SoyZH13_20G001400	SoyZH13_20G001400.m1	KEGG:R03532
SoyZH13_20G003400	SoyZH13_20G003400.m1	KEGG:R03623;KEGG:R07242
SoyZH13_20G003400	SoyZH13_20G003400.m2	KEGG:R03623;KEGG:R07242
SoyZH13_20G007500	SoyZH13_20G007500.m1	KEGG:R01616
SoyZH13_20G011401	SoyZH13_20G011401.m1	KEGG:R03918
SoyZH13_20G012300	SoyZH13_20G012300.m1	KEGG:R03876
SoyZH13_20G012300	SoyZH13_20G012300.m2	KEGG:R03876
SoyZH13_20G012600	SoyZH13_20G012600.m1	KEGG:R05802
SoyZH13_20G012600	SoyZH13_20G012600.m2	KEGG:R05802
SoyZH13_20G014400	SoyZH13_20G014400.m1	KEGG:R00965
SoyZH13_20G016800	SoyZH13_20G016800.m1	KEGG:R05722
SoyZH13_20G017200	SoyZH13_20G017200.m1	KEGG:R01818
SoyZH13_20G017200	SoyZH13_20G017200.m2	KEGG:R01818
SoyZH13_20G017200	SoyZH13_20G017200.m3	KEGG:R01818
SoyZH13_20G021500	SoyZH13_20G021500.m1	KEGG:R03876
SoyZH13_20G025201	SoyZH13_20G025201.m1	KEGG:R00286
SoyZH13_20G025202	SoyZH13_20G025202.m1	KEGG:R00286
SoyZH13_20G028500	SoyZH13_20G028500.m1	KEGG:R03532
SoyZH13_20G029900	SoyZH13_20G029900.m1	KEGG:R02820
SoyZH13_20G034600	SoyZH13_20G034600.m1	KEGG:R03876
SoyZH13_20G034600	SoyZH13_20G034600.m2	KEGG:R03876
SoyZH13_20G038200	SoyZH13_20G038200.m1	KEGG:R00630
SoyZH13_20G039800	SoyZH13_20G039800.m1	KEGG:R01360
SoyZH13_20G039800	SoyZH13_20G039800.m2	KEGG:R01360
SoyZH13_20G039800	SoyZH13_20G039800.m3	KEGG:R01360
SoyZH13_20G039800	SoyZH13_20G039800.m4	KEGG:R01360
SoyZH13_20G040800	SoyZH13_20G040800.m1	KEGG:R03876
SoyZH13_20G041800	SoyZH13_20G041800.m1	KEGG:R02453
SoyZH13_20G041800	SoyZH13_20G041800.m2	KEGG:R02453
SoyZH13_20G042600	SoyZH13_20G042600.m1	KEGG:R05634
SoyZH13_20G042600	SoyZH13_20G042600.m2	KEGG:R05634
SoyZH13_20G042700	SoyZH13_20G042700.m1	KEGG:R03876
SoyZH13_20G042700	SoyZH13_20G042700.m2	KEGG:R03876
SoyZH13_20G042700	SoyZH13_20G042700.m3	KEGG:R03876
SoyZH13_20G042900	SoyZH13_20G042900.m1	KEGG:R02003
SoyZH13_20G043200	SoyZH13_20G043200.m1	KEGG:R03532
SoyZH13_20G045101	SoyZH13_20G045101.m1	KEGG:R06983
SoyZH13_20G045101	SoyZH13_20G045101.m2	KEGG:R06983
SoyZH13_20G045101	SoyZH13_20G045101.m3	KEGG:R06983
SoyZH13_20G045101	SoyZH13_20G045101.m4	KEGG:R06983
SoyZH13_20G045900	SoyZH13_20G045900.m1	KEGG:R03876
SoyZH13_20G045900	SoyZH13_20G045900.m2	KEGG:R03876
SoyZH13_20G045900	SoyZH13_20G045900.m3	KEGG:R03876
SoyZH13_20G045900	SoyZH13_20G045900.m4	KEGG:R03876
SoyZH13_20G045900	SoyZH13_20G045900.m5	KEGG:R03876
SoyZH13_20G045900	SoyZH13_20G045900.m6	KEGG:R03876
SoyZH13_20G045900	SoyZH13_20G045900.m7	KEGG:R03876
SoyZH13_20G045900	SoyZH13_20G045900.m8	KEGG:R03876
SoyZH13_20G045900	SoyZH13_20G045900.m9	KEGG:R03876
SoyZH13_20G047900	SoyZH13_20G047900.m1	KEGG:R00480
SoyZH13_20G047900	SoyZH13_20G047900.m2	KEGG:R00480
SoyZH13_20G047900	SoyZH13_20G047900.m3	KEGG:R00480
SoyZH13_20G047900	SoyZH13_20G047900.m4	KEGG:R00480
SoyZH13_20G050300	SoyZH13_20G050300.m1	KEGG:R00946;KEGG:R04405
SoyZH13_20G050300	SoyZH13_20G050300.m2	KEGG:R00946;KEGG:R04405
SoyZH13_20G050300	SoyZH13_20G050300.m3	KEGG:R00946;KEGG:R04405
SoyZH13_20G050700	SoyZH13_20G050700.m1	KEGG:R06946
SoyZH13_20G050800	SoyZH13_20G050800.m1	KEGG:R02082
SoyZH13_20G054400	SoyZH13_20G054400.m1	KEGG:R01616
SoyZH13_20G054400	SoyZH13_20G054400.m2	KEGG:R01616
SoyZH13_20G054400	SoyZH13_20G054400.m3	KEGG:R01616
SoyZH13_20G054400	SoyZH13_20G054400.m4	KEGG:R01616
SoyZH13_20G054400	SoyZH13_20G054400.m5	KEGG:R01616
SoyZH13_20G054600	SoyZH13_20G054600.m1	KEGG:R01616
SoyZH13_20G054600	SoyZH13_20G054600.m2	KEGG:R01616
SoyZH13_20G055301	SoyZH13_20G055301.m1	KEGG:R00114
SoyZH13_20G056000	SoyZH13_20G056000.m1	KEGG:R00103
SoyZH13_20G059300	SoyZH13_20G059300.m1	KEGG:R02144
SoyZH13_20G060100	SoyZH13_20G060100.m1	KEGG:R03876
SoyZH13_20G060100	SoyZH13_20G060100.m2	KEGG:R03876
SoyZH13_20G063400	SoyZH13_20G063400.m1	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m10	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m11	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m12	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m13	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m14	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m2	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m3	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m4	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m5	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m6	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m7	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m8	KEGG:R00804;KEGG:R00805
SoyZH13_20G063400	SoyZH13_20G063400.m9	KEGG:R00804;KEGG:R00805
SoyZH13_20G063905	SoyZH13_20G063905.m1	KEGG:R03435
SoyZH13_20G066200	SoyZH13_20G066200.m1	KEGG:R08199
SoyZH13_20G068300	SoyZH13_20G068300.m1	KEGG:R03876
SoyZH13_20G068300	SoyZH13_20G068300.m2	KEGG:R03876
SoyZH13_20G068300	SoyZH13_20G068300.m3	KEGG:R03876
SoyZH13_20G068300	SoyZH13_20G068300.m4	KEGG:R03876
SoyZH13_20G068300	SoyZH13_20G068300.m5	KEGG:R03876
SoyZH13_20G068300	SoyZH13_20G068300.m6	KEGG:R03876
SoyZH13_20G068300	SoyZH13_20G068300.m7	KEGG:R03876
SoyZH13_20G068300	SoyZH13_20G068300.m8	KEGG:R03876
SoyZH13_20G068300	SoyZH13_20G068300.m9	KEGG:R03876
SoyZH13_20G068802	SoyZH13_20G068802.m1	KEGG:R00103
SoyZH13_20G068802	SoyZH13_20G068802.m2	KEGG:R00103
SoyZH13_20G068802	SoyZH13_20G068802.m3	KEGG:R00103
SoyZH13_20G069402	SoyZH13_20G069402.m1	KEGG:R07214
SoyZH13_20G069902	SoyZH13_20G069902.m1	KEGG:R04448
SoyZH13_20G070901	SoyZH13_20G070901.m1	KEGG:R03025
SoyZH13_20G071400	SoyZH13_20G071400.m1	KEGG:R03877
SoyZH13_20G072400	SoyZH13_20G072400.m1	KEGG:R00214
SoyZH13_20G075000	SoyZH13_20G075000.m1	KEGG:R03876
SoyZH13_20G079100	SoyZH13_20G079100.m1	KEGG:R00948
SoyZH13_20G080200	SoyZH13_20G080200.m1	KEGG:R00630
SoyZH13_20G080702	SoyZH13_20G080702.m1	KEGG:R03876
SoyZH13_20G084000	SoyZH13_20G084000.m1	KEGG:R02060
SoyZH13_20G084200	SoyZH13_20G084200.m1	KEGG:R08193
SoyZH13_20G084300	SoyZH13_20G084300.m1	KEGG:R00802
SoyZH13_20G087000	SoyZH13_20G087000.m1	KEGG:R00004
SoyZH13_20G091200	SoyZH13_20G091200.m1	KEGG:R03876
SoyZH13_20G091800	SoyZH13_20G091800.m1	KEGG:R01868
SoyZH13_20G091800	SoyZH13_20G091800.m2	KEGG:R01868
SoyZH13_20G091800	SoyZH13_20G091800.m3	KEGG:R01868
SoyZH13_20G091800	SoyZH13_20G091800.m4	KEGG:R01868
SoyZH13_20G091800	SoyZH13_20G091800.m5	KEGG:R01868
SoyZH13_20G092300	SoyZH13_20G092300.m1	KEGG:R03876
SoyZH13_20G092300	SoyZH13_20G092300.m2	KEGG:R03876
SoyZH13_20G092300	SoyZH13_20G092300.m3	KEGG:R03876
SoyZH13_20G095600	SoyZH13_20G095600.m1	KEGG:R03876
SoyZH13_20G095600	SoyZH13_20G095600.m2	KEGG:R03876
SoyZH13_20G095600	SoyZH13_20G095600.m3	KEGG:R03876
SoyZH13_20G095600	SoyZH13_20G095600.m4	KEGG:R03876
SoyZH13_20G095600	SoyZH13_20G095600.m5	KEGG:R03876
